TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,MONTH_NAME,TIME_OF_DAY
Break and Enter Commercial,2025,8,28,17,0,16XX W 1ST AVE,Fairview,489678.0915,5457542.4034,August,Afternoon
Break and Enter Commercial,2025,4,29,14,30,16XX W 1ST AVE,Fairview,489731.9217,5457539.1211,April,Afternoon
Break and Enter Commercial,2025,3,10,3,0,16XX W 2ND AVE,Fairview,489689.7402,5457454.8165,March,Evening/Night
Break and Enter Commercial,2025,3,1,16,34,16XX W 3RD AVE,Fairview,489590.6068,5457349.9407,March,Afternoon
Break and Enter Commercial,2025,3,2,21,0,16XX W 3RD AVE,Fairview,489590.6068,5457349.9407,March,Evening/Night
Break and Enter Commercial,2025,3,2,21,5,16XX W 3RD AVE,Fairview,489590.6068,5457349.9407,March,Evening/Night
Break and Enter Commercial,2025,7,26,0,0,16XX W 3RD AVE,Fairview,489590.6068,5457349.9407,July,Evening/Night
Break and Enter Commercial,2025,12,19,21,0,16XX W 3RD AVE,Fairview,489590.6068,5457349.9407,December,Evening/Night
Break and Enter Commercial,2025,8,23,16,40,16XX W 6TH AVE,Fairview,489711.5992,5457057.1915,August,Afternoon
Break and Enter Commercial,2025,9,2,4,20,27XX MAIN ST,Mount Pleasant,492636.6324,5456481.4767,September,Morning
Break and Enter Commercial,2025,10,23,1,48,27XX MAIN ST,Mount Pleasant,492657.7855,5456467.176,October,Evening/Night
Break and Enter Commercial,2025,10,9,1,0,27XX MAIN ST,Mount Pleasant,492658.009,5456475.2975,October,Evening/Night
Break and Enter Commercial,2025,7,20,20,46,27XX SKEENA ST,Renfrew-Collingwood,497920.6902,5456354.684,July,Evening/Night
Break and Enter Commercial,2025,6,18,11,30,28XX ARBUTUS ST,Kitsilano,488865.4112,5456388.0548,June,Morning
Break and Enter Commercial,2025,8,21,9,0,28XX BRADFIELD CRT,Renfrew-Collingwood,496686.2116,5456330.6649,August,Morning
Break and Enter Commercial,2025,5,24,5,7,28XX CAMBIE ST,Mount Pleasant,491642.1909,5456380.7437,May,Morning
Break and Enter Commercial,2025,6,2,4,57,28XX CAMBIE ST,Mount Pleasant,491642.5942,5456400.1955,June,Morning
Break and Enter Commercial,2025,6,15,6,30,28XX CLARK DR,Mount Pleasant,494351.0166,5456303.9105,June,Morning
Break and Enter Commercial,2025,3,12,4,14,28XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.3613,5456228.5255,March,Morning
Break and Enter Commercial,2025,11,19,10,30,28XX E 10TH AVE,Renfrew-Collingwood,496765.9162,5456464.9064,November,Morning
Break and Enter Commercial,2025,11,22,21,30,28XX E 10TH AVE,Renfrew-Collingwood,496765.9162,5456464.9064,November,Evening/Night
Break and Enter Commercial,2025,4,9,15,30,28XX E 21ST AVE,Renfrew-Collingwood,496619.2109,5455411.3293,April,Afternoon
Break and Enter Commercial,2025,5,19,19,0,28XX E HASTINGS ST,Hastings-Sunrise,496685.4468,5458716.7827,May,Evening/Night
Break and Enter Commercial,2025,11,16,10,30,28XX GRANDVIEW HWY,Renfrew-Collingwood,496754.8094,5456155.1199,November,Morning
Break and Enter Commercial,2025,10,30,1,32,28XX GRANDVIEW HWY,Renfrew-Collingwood,496758.505,5456155.1261,October,Evening/Night
Break and Enter Commercial,2025,1,31,2,40,28XX GRANVILLE ST,Fairview,489902.3095,5456391.9603,January,Evening/Night
Break and Enter Commercial,2025,2,3,11,5,28XX GRANVILLE ST,Fairview,489910.8026,5456363.5816,February,Morning
Break and Enter Commercial,2025,3,4,3,0,28XX NANAIMO ST,Renfrew-Collingwood,495884.1856,5456257.8405,March,Evening/Night
Break and Enter Commercial,2025,7,20,8,26,28XX NANAIMO ST,Renfrew-Collingwood,495884.1856,5456257.8405,July,Morning
Break and Enter Commercial,2025,9,9,3,5,29XX ALDER ST,Fairview,490432.6738,5456245.3774,September,Evening/Night
Break and Enter Commercial,2025,10,14,3,0,29XX ALDER ST,Fairview,490432.6738,5456245.3774,October,Evening/Night
Break and Enter Commercial,2025,2,1,22,22,29XX BIRCH ST,Fairview,490261.9431,5456269.5591,February,Evening/Night
Break and Enter Commercial,2025,3,14,0,36,29XX CAMBIE ST,Fairview,491626.6748,5456283.6101,March,Evening/Night
Break and Enter Commercial,2025,2,25,6,16,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349,February,Morning
Break and Enter Commercial,2025,3,26,1,0,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349,March,Evening/Night
Break and Enter Commercial,2025,10,24,1,2,29XX COMMERCIAL DR,Kensington-Cedar Cottage,494912.0337,5456185.9349,October,Evening/Night
Break and Enter Commercial,2025,10,1,0,0,29XX E HASTINGS ST,Hastings-Sunrise,496808.7101,5458716.797,October,Evening/Night
Break and Enter Commercial,2025,1,3,18,0,29XX FIR ST,Fairview,489721.036,5456289.0366,January,Evening/Night
Break and Enter Commercial,2025,12,17,2,25,29XX RUPERT ST,Renfrew-Collingwood,497531.77,5456116.6221,December,Evening/Night
Break and Enter Commercial,2025,8,1,18,0,29XX SPRUCE ST,Fairview,490608.571,5456297.8349,August,Evening/Night
Break and Enter Commercial,2025,9,12,10,8,2X E CORDOVA ST,Downtown,492451.4638,5458847.3249,September,Morning
Break and Enter Commercial,2025,6,4,19,5,2X E CORDOVA ST,Downtown,492453.0836,5458847.036,June,Evening/Night
Break and Enter Commercial,2025,9,20,17,0,2X GARDEN DR,Grandview-Woodland,495794.5698,5459090.3698,September,Afternoon
Break and Enter Commercial,2025,11,23,2,0,2X NANAIMO ST,Grandview-Woodland,495884.5008,5459087.552,November,Evening/Night
Break and Enter Commercial,2025,5,2,22,2,2X W 2ND AVE,Mount Pleasant,492340.4871,5457389.0786,May,Evening/Night
Break and Enter Commercial,2025,4,5,3,30,2X W 2ND AVE,Mount Pleasant,492344.7192,5457388.9708,April,Evening/Night
Break and Enter Commercial,2025,8,29,16,15,2X W HASTINGS ST,Downtown,492349.5724,5458774.4809,August,Afternoon
Break and Enter Commercial,2025,10,22,6,52,2XX ABBOTT ST,Downtown,492261.9986,5459006.8031,October,Morning
Break and Enter Commercial,2025,1,15,12,35,2XX ALEXANDER ST,Strathcona,492859.0595,5459045.087,January,Afternoon
Break and Enter Commercial,2025,8,30,1,30,2XX BURRARD ST,Downtown,491602.6577,5459485.0197,August,Evening/Night
Break and Enter Commercial,2025,5,14,4,42,3XX E 6TH AVE,Mount Pleasant,492915.1408,5456973.3067,May,Morning
Break and Enter Commercial,2025,10,27,7,0,3XX E 6TH AVE,Mount Pleasant,492915.1408,5456973.3067,October,Morning
Break and Enter Commercial,2025,2,12,0,11,3XX E 8TH AVE,Mount Pleasant,492947.293,5456762.324,February,Evening/Night
Break and Enter Commercial,2025,2,12,3,0,3XX E 8TH AVE,Mount Pleasant,492953.0275,5456762.1517,February,Evening/Night
Break and Enter Commercial,2025,4,19,21,0,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301,April,Evening/Night
Break and Enter Commercial,2025,5,23,7,26,3XX E BROADWAY AVE,Mount Pleasant,492865.1859,5456682.2301,May,Morning
Break and Enter Commercial,2025,4,3,5,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903,April,Morning
Break and Enter Commercial,2025,5,14,4,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903,May,Morning
Break and Enter Commercial,2025,11,29,7,50,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903,November,Morning
Break and Enter Commercial,2025,9,5,1,30,3XX E BROADWAY AVE,Mount Pleasant,492934.3915,5456678.5212,September,Evening/Night
Break and Enter Commercial,2025,10,8,4,0,3XX E CORDOVA ST,Strathcona,492919.1407,5458832.6379,October,Morning
Break and Enter Commercial,2025,9,20,15,0,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298,September,Afternoon
Break and Enter Commercial,2025,11,10,15,30,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298,November,Afternoon
Break and Enter Commercial,2025,3,5,4,50,3XX E PENDER ST,Strathcona,492932.3691,5458628.9696,March,Morning
Break and Enter Commercial,2025,1,1,19,28,3XX E PENDER ST,Strathcona,492991.7908,5458617.9164,January,Evening/Night
Break and Enter Commercial,2025,7,5,21,0,3XX GRANVILLE ST,Downtown,491779.1428,5459232.0296,July,Evening/Night
Break and Enter Commercial,2025,10,31,2,30,3XX HOWE ST,Downtown,491699.6519,5459310.7617,October,Evening/Night
Break and Enter Commercial,2025,1,22,9,7,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524,January,Morning
Break and Enter Commercial,2025,12,27,6,12,3XX MAIN ST,Downtown,492746.3656,5458765.8717,December,Morning
Break and Enter Commercial,2025,7,11,0,0,3XX MAIN ST,Downtown,492749.0819,5458833.1614,July,Evening/Night
Break and Enter Commercial,2025,8,2,22,42,3XX MAIN ST,Downtown,492749.0819,5458833.1614,August,Evening/Night
Break and Enter Commercial,2025,9,28,23,0,3XX RAILWAY ST,Strathcona,492973.9745,5459102.1506,September,Evening/Night
Break and Enter Commercial,2025,4,28,12,5,10XX BEACH AVE,West End,490227.2225,5458210.3785,April,Afternoon
Break and Enter Commercial,2025,1,4,3,4,10XX BROUGHTON ST,West End,490247.1512,5459171.0415,January,Evening/Night
Break and Enter Commercial,2025,5,4,9,12,10XX BROUGHTON ST,West End,490247.1512,5459171.0415,May,Morning
Break and Enter Commercial,2025,5,24,8,40,10XX BROUGHTON ST,West End,490247.1512,5459171.0415,May,Morning
Break and Enter Commercial,2025,4,5,10,41,10XX BROUGHTON ST,West End,490247.4903,5459171.3852,April,Morning
Break and Enter Commercial,2025,7,10,9,19,10XX BROUGHTON ST,West End,490247.4903,5459171.3852,July,Morning
Break and Enter Commercial,2025,7,19,5,0,10XX BROUGHTON ST,West End,490247.4903,5459171.3852,July,Morning
Break and Enter Commercial,2025,9,6,2,50,10XX BROUGHTON ST,West End,490247.4903,5459171.3852,September,Evening/Night
Break and Enter Commercial,2025,6,9,5,0,10XX BURNABY ST,West End,490462.4746,5458477.442,June,Morning
Break and Enter Commercial,2025,12,18,21,11,10XX BURNABY ST,West End,490517.1846,5458421.7056,December,Evening/Night
Break and Enter Commercial,2025,10,25,7,0,10XX BURRARD ST,West End,490729.8291,5458622.3417,October,Morning
Break and Enter Commercial,2025,3,7,3,43,10XX BURRARD ST,Downtown,490832.7942,5458716.1406,March,Evening/Night
Break and Enter Commercial,2025,3,16,0,0,10XX CANADA PL,Downtown,491492.0426,5459540.3896,March,Evening/Night
Break and Enter Commercial,2025,5,8,16,19,10XX CANADA PL,Downtown,491493.3778,5459541.9474,May,Afternoon
Break and Enter Commercial,2025,6,26,5,20,10XX CANADA PL,Downtown,491493.3778,5459541.9474,June,Morning
Break and Enter Commercial,2025,7,30,2,42,10XX CANADA PL,Downtown,491493.3778,5459541.9474,July,Evening/Night
Break and Enter Commercial,2025,5,10,22,45,10XX DAVIE ST,West End,490510.582,5458587.0125,May,Evening/Night
Break and Enter Commercial,2025,8,26,8,30,10XX DAVIE ST,West End,490563.7629,5458521.7306,August,Morning
Break and Enter Commercial,2025,11,17,1,0,10XX DENMAN ST,West End,489842.0669,5459563.5454,November,Evening/Night
Break and Enter Commercial,2025,3,7,16,36,10XX DENMAN ST,West End,489865.7016,5459587.088,March,Afternoon
Break and Enter Commercial,2025,7,10,23,26,10XX DENMAN ST,West End,489875.1091,5459583.5524,July,Evening/Night
Break and Enter Commercial,2025,5,9,17,30,10XX DUNSMUIR ST,Downtown,491237.7903,5459258.9505,May,Afternoon
Break and Enter Commercial,2025,2,18,6,30,10XX E HASTINGS ST,Strathcona,494007.0836,5458691.3766,February,Morning
Break and Enter Commercial,2025,10,5,4,35,10XX E HASTINGS ST,Strathcona,494034.7151,5458690.5371,October,Morning
Break and Enter Commercial,2025,9,8,4,0,10XX E KENT AVE N,Sunset,493846.5284,5450670.0158,September,Morning
Break and Enter Commercial,2025,10,12,22,0,10XX E KENT AVE N,Sunset,493846.5284,5450670.0158,October,Evening/Night
Break and Enter Commercial,2025,4,10,7,59,10XX EXPO BLVD,Downtown,491544.5157,5458009.7425,April,Morning
Break and Enter Commercial,2025,1,3,8,21,10XX GILFORD ST,West End,489790.0823,5459725.2284,January,Morning
Break and Enter Commercial,2025,1,16,4,51,10XX HAMILTON ST,Downtown,491228.7164,5458165.9512,January,Morning
Break and Enter Commercial,2025,6,19,3,18,10XX HARO ST,West End,490899.2273,5458973.8647,June,Evening/Night
Break and Enter Commercial,2025,2,12,18,11,10XX HOMER ST,Downtown,491165.4488,5458200.0834,February,Evening/Night
Break and Enter Commercial,2025,11,17,1,12,10XX HOMER ST,Downtown,491198.8052,5458234.0738,November,Evening/Night
Break and Enter Commercial,2025,5,10,12,0,10XX HOMER ST,Downtown,491209.513,5458231.9298,May,Afternoon
Break and Enter Commercial,2025,1,13,20,15,10XX HOMER ST,Downtown,491258.0914,5458281.4311,January,Evening/Night
Break and Enter Commercial,2025,5,21,6,13,10XX JERVIS ST,West End,490346.5898,5459068.5887,May,Morning
Break and Enter Commercial,2025,9,19,20,0,10XX JERVIS ST,West End,490346.5898,5459068.5887,September,Evening/Night
Break and Enter Commercial,2025,12,16,3,35,10XX MAIN ST,Downtown,492723.4646,5458090.6746,December,Evening/Night
Break and Enter Commercial,2025,9,8,0,0,10XX MAIN ST,Strathcona,492743.6267,5458104.4668,September,Evening/Night
Break and Enter Commercial,2025,9,15,4,54,10XX MAINLAND ST,Downtown,491260.6327,5458132.5945,September,Morning
Break and Enter Commercial,2025,1,5,4,58,10XX MARINASIDE CRES,Downtown,491407.6806,5457872.1403,January,Morning
Break and Enter Commercial,2025,10,8,4,51,14XX E 49TH AVE,Victoria-Fraserview,494396.8326,5452497.6737,October,Morning
Break and Enter Commercial,2025,12,12,4,47,14XX E 49TH AVE,Victoria-Fraserview,494396.8326,5452497.6737,December,Morning
Break and Enter Commercial,2025,12,30,0,25,14XX E BROADWAY AVE,Grandview-Woodland,494606.204,5456629.4002,December,Evening/Night
Break and Enter Commercial,2025,7,22,5,32,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,July,Morning
Break and Enter Commercial,2025,11,17,1,37,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506,November,Evening/Night
Break and Enter Commercial,2025,8,13,4,47,14XX E PENDER ST,Grandview-Woodland,494589.8227,5458617.361,August,Morning
Break and Enter Commercial,2025,3,3,0,39,14XX GRANVILLE ST,Downtown,490555.8967,5458001.9688,March,Evening/Night
Break and Enter Commercial,2025,9,17,19,0,14XX LAMEYS MILL RD,Fairview,490113.531,5457232.2306,September,Evening/Night
Break and Enter Commercial,2025,3,2,7,53,14XX PENDRELL ST,West End,490130.3388,5459122.46,March,Morning
Break and Enter Commercial,2025,9,23,2,38,14XX QUEBEC ST,Mount Pleasant,492586.2532,5457734.6766,September,Evening/Night
Break and Enter Commercial,2025,4,11,14,8,14XX W 11TH AVE,Fairview,489951.0306,5456552.9533,April,Afternoon
Break and Enter Commercial,2025,2,4,1,56,14XX W 48TH AVE,Oakridge,489984.6063,5452785.0045,February,Evening/Night
Break and Enter Commercial,2025,6,12,22,0,14XX W 73RD AVE,Marpole,489930.0,5450272.4943,June,Evening/Night
Break and Enter Commercial,2025,3,31,11,37,14XX W 7TH AVE,Fairview,489958.692,5456966.1931,March,Morning
Break and Enter Commercial,2025,1,11,14,0,14XX W 8TH AVE,Fairview,489966.1417,5456863.4918,January,Afternoon
Break and Enter Commercial,2025,4,27,0,0,14XX W 8TH AVE,Fairview,490044.6617,5456861.4429,April,Evening/Night
Break and Enter Commercial,2025,10,13,3,0,14XX W BROADWAY AVE,Fairview,490043.0822,5456769.7695,October,Evening/Night
Break and Enter Commercial,2025,12,22,0,0,14XX W BROADWAY AVE,Fairview,490043.0822,5456769.7695,December,Evening/Night
Break and Enter Commercial,2025,1,1,0,1,14XX W BROADWAY AVE,Fairview,490043.381,5456760.6176,January,Evening/Night
Break and Enter Commercial,2025,9,10,23,46,14XX W GEORGIA ST,Downtown,490640.3276,5459634.2527,September,Evening/Night
Break and Enter Commercial,2025,11,16,4,23,15XX ADANAC ST,Grandview-Woodland,494672.8097,5458325.0762,November,Morning
Break and Enter Commercial,2025,6,4,16,0,15XX ALBERNI ST,West End,490538.4174,5459631.1283,June,Afternoon
Break and Enter Commercial,2025,5,19,12,54,15XX BARCLAY ST,West End,490266.5416,5459439.2911,May,Afternoon
Break and Enter Commercial,2025,1,14,1,24,15XX CHARLES ST,Grandview-Woodland,494679.6171,5457817.3756,January,Evening/Night
Break and Enter Commercial,2025,3,8,1,55,15XX COAL HARBOUR QUAY,Downtown,490667.1295,5459894.2914,March,Evening/Night
Break and Enter Commercial,2025,12,1,0,0,15XX DAVIE ST,West End,489962.4111,5459119.4988,December,Evening/Night
Break and Enter Commercial,2025,11,12,4,0,15XX DAVIE ST,West End,489962.7286,5459119.1835,November,Morning
Break and Enter Commercial,2025,9,25,15,23,15XX DAVIE ST,West End,489983.1283,5459111.8077,September,Afternoon
Break and Enter Commercial,2025,6,25,8,8,15XX E 10TH AVE,Kensington-Cedar Cottage,494701.0585,5456522.2364,June,Morning
Break and Enter Commercial,2025,2,11,6,0,15XX E 6TH AVE,Grandview-Woodland,494779.1448,5456933.7795,February,Morning
Break and Enter Commercial,2025,12,27,9,0,15XX FRANKLIN ST,Grandview-Woodland,494675.3375,5458827.3044,December,Morning
Break and Enter Commercial,2025,2,5,23,0,15XX GRANT ST,Grandview-Woodland,494728.0485,5457637.99,February,Evening/Night
Break and Enter Commercial,2025,1,16,10,50,15XX HARO ST,West End,490386.3557,5459483.2262,January,Morning
Break and Enter Commercial,2025,1,6,4,15,15XX HARO ST,West End,490387.9769,5459481.5652,January,Morning
Break and Enter Commercial,2025,8,1,0,1,15XX KINGSWAY AVE,Kensington-Cedar Cottage,494788.1274,5455040.8169,August,Evening/Night
Break and Enter Commercial,2025,4,25,6,0,15XX POWELL ST,Grandview-Woodland,494636.66,5458946.5124,April,Morning
Break and Enter Commercial,2025,7,2,22,0,15XX ROBSON ST,West End,490388.6148,5459608.7001,July,Evening/Night
Break and Enter Commercial,2025,8,13,0,57,15XX VERNON DR,Strathcona,494276.7411,5457557.1647,August,Evening/Night
Break and Enter Commercial,2025,8,24,0,0,15XX W 13TH AVE,Fairview,489886.7643,5456344.0666,August,Evening/Night
Break and Enter Commercial,2025,9,9,18,30,15XX W 1ST AVE,Fairview,489801.6901,5457630.1368,September,Evening/Night
Break and Enter Commercial,2025,7,10,3,19,1XX W GEORGIA ST,Downtown,491811.6487,5458473.3659,July,Evening/Night
Break and Enter Commercial,2025,12,17,0,11,1XX W GEORGIA ST,Downtown,491811.6487,5458473.3659,December,Evening/Night
Break and Enter Commercial,2025,1,12,1,15,1XX W GEORGIA ST,Downtown,491874.5614,5458414.2252,January,Evening/Night
Break and Enter Commercial,2025,5,19,6,55,1XX W HASTINGS ST,Downtown,492159.2048,5458819.5621,May,Morning
Break and Enter Commercial,2025,9,8,4,10,1XX W PENDER ST,Downtown,492113.776,5458718.8874,September,Morning
Break and Enter Commercial,2025,11,27,23,2,1XX WATER ST,Downtown,492202.9847,5459031.7221,November,Evening/Night
Break and Enter Commercial,2025,5,6,6,0,1XX WATER ST,Downtown,492203.2678,5459031.6462,May,Morning
Break and Enter Commercial,2025,8,7,14,30,1XX WATER ST,Downtown,492203.2678,5459031.6462,August,Afternoon
Break and Enter Commercial,2025,4,26,2,50,1XX WATER ST,Downtown,492229.5113,5459034.1023,April,Evening/Night
Break and Enter Commercial,2025,4,24,11,34,1XX WATER ST,Downtown,492233.5213,5459023.567,April,Morning
Break and Enter Commercial,2025,8,16,14,33,1XX WATER ST,Downtown,492233.5213,5459023.567,August,Afternoon
Break and Enter Commercial,2025,9,13,1,51,1XX WATER ST,Downtown,492241.4827,5459021.4409,September,Evening/Night
Break and Enter Commercial,2025,9,13,10,58,1XX WATER ST,Downtown,492243.075,5459021.0156,September,Morning
Break and Enter Commercial,2025,10,8,16,0,20XX BEACH AVE,West End,489358.9782,5459781.0413,October,Afternoon
Break and Enter Commercial,2025,2,21,23,0,20XX COMMERCIAL DR,Grandview-Woodland,494933.0354,5457079.6501,February,Evening/Night
Break and Enter Commercial,2025,4,24,4,31,20XX DUNDAS ST,Grandview-Woodland,495401.2735,5459114.3893,April,Morning
Break and Enter Commercial,2025,7,21,17,36,20XX DUNDAS ST,Grandview-Woodland,495401.2735,5459114.3893,July,Afternoon
Break and Enter Commercial,2025,12,20,1,30,20XX E HASTINGS ST,Grandview-Woodland,495456.8995,5458711.4677,December,Evening/Night
